brand,model,year,km_driven,fuel_type,transmission,number_of_owners,location,selling_price
Maruti Suzuki,Swift,2021,43311,Petrol,Manual,First,Jaipur,2.64
Renault,Kwid,2008,95245,Diesel,Manual,Second,Pune,0.72
Mahindra,Thar,2008,108187,Diesel,Automatic,Second,Hyderabad,1.46
Mahindra,XUV300,2018,28434,Petrol,Manual,First,Jaipur,2.58
Ford,Mustang,2010,91879,LPG,Automatic,First,Chennai,2.54
Tata,Hexa,2010,20739,Diesel,Manual,First,Jaipur,1.39
Toyota,Camry,2018,71202,Diesel,Manual,Second,Bangalore,5.45
Tata,Hexa,2020,103580,Petrol,Automatic,First,Ahmedabad,3.06
Honda,Jazz,2012,84599,LPG,Manual,Second,Bangalore,1.13
Ford,EcoSport,2008,169721,Petrol,Manual,First,Bangalore,0.87
Renault,Captur,2017,183517,Petrol,Automatic,First,Bangalore,1.3
Tata,Tigor,2013,121770,Petrol,Manual,First,Jaipur,0.78
Hyundai,Verna,2014,44470,Diesel,Manual,First,Lucknow,1.7
Chevrolet,Tavera,2017,79965,LPG,Manual,Third,Bangalore,0.85
Honda,Jazz,2019,130332,Petrol,Automatic,Second,Pune,2.31
Maruti Suzuki,Wagon R,2020,184693,Petrol,Automatic,First,Chennai,1.23
Renault,Lodgy,2018,134681,CNG,Automatic,First,Delhi,1.2
Honda,WR-V,2010,168998,Diesel,Manual,Second,Bangalore,0.95
Chevrolet,Tavera,2011,119300,CNG,Manual,Second,Kolkata,0.5
Ford,Aspire,2017,42997,Petrol,Manual,Second,Lucknow,1.49
Chevrolet,Beat,2018,196012,Diesel,Manual,First,Chennai,0.73
Mahindra,Marazzo,2017,176796,Petrol,Manual,Fourth & Above,Kolkata,0.5
Chevrolet,Trailblazer,2021,102805,Electric,Manual,Second,Mumbai,4.09
Mahindra,Bolero,2019,167776,Diesel,Automatic,First,Chennai,1.65
Ford,Mustang,2022,127202,Diesel,Automatic,First,Lucknow,4.67
Nissan,Terrano,2017,164463,Petrol,Manual,First,Bangalore,1.36
Mahindra,KUV100,2021,199363,Petrol,Automatic,Second,Delhi,1.44
Maruti Suzuki,Alto,2023,7526,Petrol,Automatic,First,Hyderabad,4.45
Chevrolet,Tavera,2023,160758,Petrol,Manual,First,Lucknow,1.8
Chevrolet,Cruze,2017,78339,Petrol,Manual,First,Jaipur,1.53
Maruti Suzuki,Dzire,2023,11574,Diesel,Manual,First,Mumbai,6.17
Hyundai,Elantra,2017,13733,Petrol,Manual,First,Hyderabad,3.24
Toyota,Yaris,2010,55290,CNG,Manual,Second,Mumbai,1.62
Nissan,Magnite,2008,77793,Petrol,Manual,First,Kolkata,1.09
Renault,Pulse,2015,41051,Petrol,Automatic,First,Mumbai,1.38
Mahindra,XUV300,2020,20909,CNG,Manual,First,Bangalore,3.48
Maruti Suzuki,Wagon R,2017,82338,Diesel,Manual,First,Ahmedabad,1.63
Ford,Fiesta,2017,78432,Diesel,Manual,First,Chennai,2.18
Mahindra,Thar,2009,33133,Petrol,Manual,First,Mumbai,1.94
Toyota,Camry,2008,187643,Diesel,Manual,First,Mumbai,1.7
Ford,Mustang,2021,84062,Diesel,Manual,Second,Ahmedabad,5.5
Honda,Jazz,2015,186980,Petrol,Automatic,First,Ahmedabad,0.71
Chevrolet,Cruze,2014,147350,Diesel,Manual,Second,Chennai,0.71
Honda,BR-V,2014,116546,Diesel,Automatic,First,Chennai,1.77
Mahindra,XUV300,2011,56458,Petrol,Manual,First,Lucknow,1.14
Toyota,Urban Cruiser,2018,192854,LPG,Manual,Second,Delhi,1.04
Nissan,Kicks,2016,60415,CNG,Manual,First,Delhi,1.84
Mahindra,Scorpio,2013,59160,Petrol,Automatic,Third,Pune,1.45
Maruti Suzuki,Ciaz,2009,59399,Diesel,Automatic,First,Ahmedabad,1.86
Tata,Tiago,2021,30298,Petrol,Manual,First,Hyderabad,2.79
Mahindra,Scorpio,2008,158263,CNG,Manual,First,Hyderabad,0.72
Chevrolet,Captiva,2008,193036,Diesel,Manual,Third,Bangalore,0.5
Chevrolet,Cruze,2016,169164,Petrol,Automatic,Fourth & Above,Delhi,0.6
Mahindra,Thar,2011,94407,Petrol,Manual,First,Lucknow,1.14
Ford,Aspire,2012,67513,Petrol,Manual,First,Hyderabad,1.29
Tata,Nexon,2010,56097,Diesel,Manual,First,Chennai,1.32
Maruti Suzuki,Wagon R,2011,166351,Diesel,Manual,Second,Mumbai,0.68
Mahindra,XUV700,2019,150476,Petrol,Automatic,First,Mumbai,2.67
Ford,Figo,2015,40198,Petrol,Manual,First,Chennai,1.43
Chevrolet,Enjoy,2020,54997,Petrol,Manual,First,Kolkata,2.17
Chevrolet,Captiva,2011,136639,Petrol,Manual,Second,Kolkata,0.57
Toyota,Etios,2016,197104,Petrol,Manual,First,Mumbai,0.86
Mahindra,XUV300,2016,7179,Diesel,Manual,Second,Bangalore,1.59
Tata,Punch,2023,7019,Diesel,Automatic,Second,Pune,4.79
Hyundai,i10,2013,86455,Electric,Manual,First,Lucknow,1.11
Tata,Punch,2009,154776,LPG,Manual,First,Hyderabad,0.56
Chevrolet,Aveo,2019,154102,Diesel,Manual,Second,Mumbai,1.2
Chevrolet,Cruze,2017,131883,Diesel,Automatic,First,Ahmedabad,1.5
Honda,Amaze,2018,74445,Electric,Manual,First,Chennai,3.75
Chevrolet,Spark,2014,78551,Petrol,Automatic,Second,Jaipur,0.77
Maruti Suzuki,Alto,2016,8420,Petrol,Manual,Fourth & Above,Pune,0.84
Renault,Captur,2013,64875,Petrol,Automatic,Fourth & Above,Mumbai,0.99
Mahindra,KUV100,2010,183725,Diesel,Manual,Second,Delhi,0.51
Tata,Harrier,2023,21740,CNG,Manual,First,Bangalore,5.15
Renault,Captur,2021,70263,Petrol,Manual,First,Delhi,3.39
Ford,Figo,2022,110789,Diesel,Automatic,First,Lucknow,3.12
Hyundai,Santro,2014,24465,Diesel,Automatic,First,Hyderabad,1.53
Maruti Suzuki,Vitara Brezza,2023,187504,Petrol,Automatic,First,Mumbai,2.92
Tata,Safari,2012,9131,Petrol,Automatic,First,Jaipur,1.72
Renault,Lodgy,2023,15652,Petrol,Manual,Third,Delhi,2.75
Hyundai,Tucson,2008,183219,Petrol,Manual,Fourth & Above,Chennai,0.61
Honda,City,2010,52671,CNG,Automatic,Third,Ahmedabad,1.07
Maruti Suzuki,Baleno,2012,94342,CNG,Automatic,First,Bangalore,1.05
Maruti Suzuki,Wagon R,2014,24171,CNG,Manual,Third,Jaipur,0.62
Honda,City,2010,191764,Diesel,Manual,First,Hyderabad,0.82
Mahindra,Bolero,2013,63541,CNG,Manual,First,Lucknow,0.83
Honda,BR-V,2012,14470,Diesel,Manual,Second,Bangalore,2.09
Maruti Suzuki,Ciaz,2020,197416,Diesel,Manual,First,Bangalore,1.59
Maruti Suzuki,Alto,2008,49308,Diesel,Manual,Fourth & Above,Kolkata,0.79
Renault,Lodgy,2023,186711,Diesel,Manual,First,Kolkata,1.52
Chevrolet,Aveo,2017,157398,Petrol,Automatic,First,Lucknow,0.85
Hyundai,i10,2013,140669,Diesel,Automatic,First,Kolkata,1.12
Honda,BR-V,2021,107840,Petrol,Automatic,Third,Jaipur,3.09
Hyundai,i10,2015,166860,Diesel,Automatic,First,Jaipur,0.73
Honda,Jazz,2020,54477,Diesel,Manual,Second,Pune,4.03
Ford,Fiesta,2020,113261,Petrol,Automatic,Second,Hyderabad,3.0
Maruti Suzuki,Dzire,2008,107466,Electric,Manual,Second,Lucknow,1.19
Chevrolet,Trailblazer,2009,38071,Petrol,Automatic,First,Ahmedabad,1.87
Renault,Duster,2021,197995,Petrol,Manual,First,Jaipur,1.02
Chevrolet,Trailblazer,2022,75560,Petrol,Automatic,Second,Pune,3.53
Chevrolet,Spark,2011,193564,CNG,Manual,Fourth & Above,Ahmedabad,0.5
Chevrolet,Aveo,2019,167842,Diesel,Manual,Second,Delhi,0.94
Hyundai,Tucson,2009,81762,Diesel,Manual,First,Lucknow,1.87
Honda,WR-V,2018,171471,CNG,Manual,First,Ahmedabad,1.45
Nissan,Terrano,2016,193511,Petrol,Manual,First,Delhi,0.86
Ford,Figo,2017,180487,Petrol,Manual,Second,Ahmedabad,0.72
Tata,Altroz,2015,148641,Petrol,Automatic,First,Delhi,1.18
Chevrolet,Tavera,2015,7369,Diesel,Manual,Second,Bangalore,1.52
Mahindra,KUV100,2011,114963,Diesel,Manual,Third,Hyderabad,0.62
Hyundai,Elantra,2012,5528,Petrol,Manual,First,Jaipur,2.15
Renault,Triber,2011,113806,Petrol,Manual,First,Bangalore,0.91
Tata,Hexa,2020,166386,Petrol,Manual,Third,Kolkata,1.26
Nissan,Magnite,2016,107979,Diesel,Manual,First,Jaipur,1.39
Mahindra,Thar,2020,154119,Petrol,Automatic,First,Hyderabad,2.52
Nissan,Magnite,2009,24748,Petrol,Manual,First,Delhi,1.49
Tata,Altroz,2020,40109,Petrol,Automatic,First,Kolkata,3.83
Chevrolet,Aveo,2018,18919,Diesel,Automatic,Second,Kolkata,1.87
Mahindra,KUV100,2015,52498,Diesel,Automatic,First,Jaipur,1.41
Nissan,Magnite,2009,60808,Diesel,Manual,First,Delhi,1.67
Renault,Lodgy,2023,75441,Diesel,Manual,Second,Mumbai,3.69
Honda,Civic,2008,118843,Diesel,Manual,First,Chennai,1.53
Maruti Suzuki,Wagon R,2017,79420,Electric,Automatic,First,Chennai,2.18
Honda,Jazz,2010,164978,Petrol,Manual,Second,Mumbai,0.9
Tata,Hexa,2016,112447,Diesel,Automatic,Third,Lucknow,0.88
Hyundai,Creta,2019,71896,Diesel,Manual,First,Hyderabad,3.6
Maruti Suzuki,Ertiga,2010,108431,Petrol,Manual,First,Delhi,1.31
Ford,Mustang,2016,158018,Diesel,Manual,Second,Jaipur,1.76
Renault,Kwid,2014,52020,Petrol,Manual,Second,Hyderabad,0.87
Ford,Figo,2020,27161,Petrol,Automatic,First,Hyderabad,3.76
Mahindra,XUV300,2017,32738,Petrol,Manual,First,Mumbai,2.42
Maruti Suzuki,Vitara Brezza,2008,139997,Petrol,Manual,First,Jaipur,0.79
Ford,EcoSport,2017,144535,Diesel,Manual,Second,Lucknow,1.28
Ford,Fiesta,2012,62153,Diesel,Manual,First,Jaipur,1.48
Nissan,Sunny,2016,66009,Diesel,Manual,Third,Delhi,1.27
Honda,Accord,2019,92938,CNG,Manual,First,Lucknow,3.42
Nissan,Kicks,2022,104546,Petrol,Manual,Second,Jaipur,3.41
Maruti Suzuki,Wagon R,2022,177624,Diesel,Manual,Third,Delhi,1.31
Maruti Suzuki,Alto,2010,61271,LPG,Manual,First,Delhi,0.87
Tata,Punch,2016,14797,Petrol,Manual,First,Ahmedabad,1.4
Nissan,Magnite,2012,91130,Diesel,Manual,First,Bangalore,1.46
Toyota,Fortuner,2016,76942,CNG,Automatic,First,Bangalore,2.93
Honda,City,2017,123065,Diesel,Automatic,First,Hyderabad,2.39
Maruti Suzuki,Vitara Brezza,2013,18965,Petrol,Automatic,First,Lucknow,1.48
Tata,Altroz,2023,18733,Petrol,Automatic,Third,Pune,3.57
Nissan,Terrano,2016,189295,Diesel,Manual,Second,Hyderabad,0.76
Honda,City,2014,132182,Electric,Manual,Third,Pune,1.52
Nissan,Micra,2014,162998,Petrol,Manual,First,Jaipur,0.55
Ford,Mustang,2015,164855,Electric,Manual,First,Delhi,1.87
Tata,Safari,2014,88360,Petrol,Manual,First,Ahmedabad,1.34
Honda,Jazz,2019,172466,Petrol,Automatic,First,Pune,2.36
Chevrolet,Aveo,2016,113378,Diesel,Manual,First,Chennai,1.04
Mahindra,XUV300,2018,33287,Diesel,Manual,First,Pune,3.18
Mahindra,XUV500,2016,87104,Petrol,Manual,Second,Pune,1.4
Honda,Jazz,2013,166508,Petrol,Manual,First,Lucknow,0.76
Nissan,GT-R,2014,91916,LPG,Manual,First,Bangalore,2.59
Tata,Safari,2009,8188,Electric,Automatic,First,Ahmedabad,2.75
Mahindra,KUV100,2022,96205,Petrol,Manual,Fourth & Above,Kolkata,1.38
Tata,Tigor,2016,102349,Petrol,Automatic,First,Lucknow,1.12
Mahindra,Thar,2019,142837,CNG,Automatic,First,Chennai,2.09
Ford,Freestyle,2020,187698,Diesel,Manual,First,Delhi,1.53
Nissan,Evalia,2008,146879,Petrol,Manual,First,Lucknow,0.75
Ford,Mustang,2008,15204,LPG,Automatic,Second,Mumbai,3.51
Mahindra,XUV700,2010,194016,Petrol,Manual,First,Hyderabad,0.63
Chevrolet,Beat,2019,47120,Diesel,Manual,First,Lucknow,1.9
Chevrolet,Cruze,2013,107903,Diesel,Automatic,First,Bangalore,1.01
Ford,Mustang,2012,158730,Diesel,Manual,Second,Bangalore,1.46
Chevrolet,Spark,2022,42081,Petrol,Manual,First,Bangalore,2.35
Mahindra,Bolero,2009,39986,Diesel,Manual,First,Lucknow,1.31
Honda,Accord,2016,84322,Electric,Manual,First,Bangalore,5.02
Ford,Freestyle,2021,99819,Diesel,Manual,First,Delhi,4.1
Hyundai,Santro,2020,135015,Diesel,Manual,First,Pune,2.29
Nissan,X-Trail,2017,55304,Petrol,Manual,First,Lucknow,2.05
Chevrolet,Trailblazer,2021,70592,LPG,Manual,First,Bangalore,2.99
Chevrolet,Spark,2011,63548,Electric,Automatic,First,Mumbai,1.59
Maruti Suzuki,Vitara Brezza,2011,103447,CNG,Automatic,Second,Lucknow,0.82
Toyota,Urban Cruiser,2012,44986,Diesel,Manual,First,Jaipur,2.11
Ford,Fiesta,2022,79095,Electric,Manual,First,Pune,5.9
Renault,Duster,2015,96594,Petrol,Manual,First,Pune,1.0
Chevrolet,Spark,2017,93281,Diesel,Manual,First,Lucknow,1.1
Nissan,Evalia,2011,71151,Diesel,Automatic,First,Jaipur,1.47
Hyundai,Tucson,2023,78598,Diesel,Manual,First,Delhi,7.94
Chevrolet,Beat,2012,33214,CNG,Manual,First,Lucknow,0.92
Hyundai,i20,2019,43745,Diesel,Manual,First,Jaipur,3.15
Mahindra,XUV500,2011,178620,Petrol,Automatic,First,Bangalore,0.85
Mahindra,XUV500,2021,146753,Petrol,Automatic,Second,Bangalore,2.26
Toyota,Fortuner,2023,143056,Petrol,Manual,First,Bangalore,5.52
Honda,Amaze,2013,163651,Diesel,Manual,First,Mumbai,1.23
Renault,Duster,2019,95810,Petrol,Manual,First,Lucknow,1.54
Maruti Suzuki,Ertiga,2023,191005,Petrol,Manual,First,Hyderabad,1.61
Toyota,Urban Cruiser,2010,163471,Diesel,Manual,First,Lucknow,0.99
Tata,Altroz,2015,167553,LPG,Automatic,First,Hyderabad,0.65
Maruti Suzuki,Baleno,2013,5944,LPG,Manual,First,Delhi,1.68
Ford,Mustang,2017,98993,Electric,Automatic,First,Pune,4.54
Nissan,Terrano,2012,14114,CNG,Automatic,First,Chennai,2.06
Tata,Tigor,2020,44846,Petrol,Manual,First,Hyderabad,2.67
Tata,Nexon,2022,37596,LPG,Manual,Second,Hyderabad,3.47
Toyota,Innova,2009,109087,Petrol,Automatic,Fourth & Above,Chennai,1.31
Honda,WR-V,2017,11907,Diesel,Manual,Second,Bangalore,2.88
Toyota,Camry,2017,164186,Diesel,Manual,First,Hyderabad,2.79
Ford,Aspire,2014,30009,CNG,Manual,Second,Jaipur,1.24
Chevrolet,Spark,2009,89846,Diesel,Manual,First,Chennai,0.77
Chevrolet,Trailblazer,2008,55241,Petrol,Manual,Second,Pune,1.24
Honda,City,2014,171797,Diesel,Manual,Second,Hyderabad,0.95
Ford,Aspire,2012,23996,Petrol,Manual,Second,Lucknow,1.23
Honda,Jazz,2008,142119,Electric,Manual,First,Bangalore,1.46
Hyundai,Tucson,2022,33767,Diesel,Manual,First,Kolkata,7.2
Chevrolet,Spark,2011,21347,Diesel,Manual,First,Mumbai,1.32
Tata,Tigor,2019,107063,LPG,Manual,First,Pune,1.75
Renault,Duster,2020,29102,Diesel,Manual,First,Kolkata,3.72
Nissan,Evalia,2011,9263,Petrol,Manual,First,Hyderabad,1.68
Ford,Mustang,2017,113585,Petrol,Automatic,First,Jaipur,3.36
Maruti Suzuki,Baleno,2014,72438,Diesel,Automatic,Third,Chennai,1.1
Honda,City,2016,101359,LPG,Automatic,First,Jaipur,1.56
Nissan,Sunny,2009,166612,CNG,Automatic,First,Pune,0.71
Maruti Suzuki,Alto,2019,135251,Electric,Manual,Third,Kolkata,1.42
Nissan,GT-R,2021,199841,Petrol,Manual,Third,Delhi,3.16
Renault,Fluence,2023,176915,Petrol,Manual,First,Mumbai,2.0
Maruti Suzuki,Ciaz,2008,32690,Petrol,Automatic,First,Ahmedabad,1.59
Toyota,Etios,2009,7994,CNG,Automatic,First,Pune,2.66
Mahindra,XUV300,2014,108533,Petrol,Manual,First,Hyderabad,1.01
Toyota,Fortuner,2020,72546,Petrol,Manual,Third,Pune,4.33
Chevrolet,Trailblazer,2017,143449,Diesel,Manual,Second,Lucknow,1.01
Mahindra,Bolero,2013,83572,Diesel,Manual,First,Hyderabad,1.17
Toyota,Etios,2011,31467,Diesel,Manual,Third,Jaipur,1.43
Mahindra,Bolero,2008,136120,Diesel,Automatic,Second,Kolkata,0.8
Mahindra,XUV700,2020,173050,Diesel,Manual,Fourth & Above,Mumbai,1.47
Tata,Safari,2008,52606,Diesel,Automatic,Fourth & Above,Mumbai,1.61
Honda,City,2012,103112,LPG,Manual,First,Jaipur,1.1
Honda,Amaze,2023,78414,Petrol,Manual,First,Kolkata,3.5
Tata,Tigor,2022,98145,Petrol,Automatic,First,Delhi,2.84
Nissan,Micra,2008,185294,Petrol,Manual,Fourth & Above,Bangalore,0.5
Hyundai,Elantra,2019,53115,Petrol,Manual,Fourth & Above,Mumbai,2.55
Nissan,GT-R,2022,94606,LPG,Automatic,First,Pune,10.14
Maruti Suzuki,Alto,2014,45647,Petrol,Automatic,First,Pune,1.27
Maruti Suzuki,Ertiga,2023,59607,LPG,Manual,First,Bangalore,3.89
Mahindra,Bolero,2020,193482,Petrol,Manual,Second,Bangalore,1.11
Toyota,Etios,2018,26996,LPG,Manual,First,Hyderabad,3.07
Toyota,Glanza,2008,190993,CNG,Automatic,First,Mumbai,1.05
Honda,WR-V,2008,88697,Diesel,Automatic,First,Kolkata,1.95
Ford,Freestyle,2009,51022,Diesel,Manual,Second,Bangalore,1.56
Nissan,Magnite,2020,45148,Petrol,Manual,Third,Kolkata,2.47
Chevrolet,Captiva,2021,72764,Diesel,Automatic,First,Chennai,3.61
Renault,Triber,2018,96901,Petrol,Manual,First,Pune,1.7
Toyota,Corolla,2019,95724,Diesel,Manual,Second,Jaipur,2.78
Renault,Kwid,2017,129766,CNG,Manual,Third,Delhi,0.57
Mahindra,XUV700,2023,13888,Petrol,Manual,First,Lucknow,5.0
Renault,Scala,2010,175231,CNG,Manual,First,Ahmedabad,0.53
Chevrolet,Beat,2020,178269,Petrol,Manual,First,Delhi,1.13
Tata,Tigor,2018,103941,Diesel,Manual,First,Chennai,1.55
Chevrolet,Aveo,2023,160546,LPG,Automatic,First,Jaipur,1.62
Renault,Pulse,2022,22333,Diesel,Manual,First,Chennai,2.87
Chevrolet,Aveo,2008,41355,Diesel,Manual,First,Hyderabad,0.93
Hyundai,Verna,2022,134686,Diesel,Automatic,Second,Kolkata,3.2
Mahindra,Scorpio,2016,167217,LPG,Automatic,First,Delhi,0.95
Nissan,Micra,2017,108170,Petrol,Manual,First,Ahmedabad,1.44
Tata,Tigor,2015,80675,Diesel,Manual,First,Lucknow,1.04
Toyota,Corolla,2012,185926,Diesel,Manual,First,Lucknow,0.94
Maruti Suzuki,Wagon R,2020,72664,Petrol,Manual,First,Delhi,2.47
Nissan,Kicks,2018,91153,Petrol,Manual,Second,Bangalore,1.87
Maruti Suzuki,Baleno,2009,98616,Petrol,Manual,First,Lucknow,1.03
Mahindra,Thar,2012,40285,Diesel,Manual,First,Hyderabad,1.39
Tata,Punch,2013,153605,LPG,Automatic,First,Kolkata,0.61
Honda,Accord,2021,168696,CNG,Manual,Third,Lucknow,2.02
Toyota,Camry,2022,51996,Diesel,Manual,First,Bangalore,9.06
Hyundai,Creta,2008,51947,Petrol,Manual,First,Delhi,1.91
Honda,Accord,2018,164028,Petrol,Manual,First,Pune,2.67
Mahindra,Scorpio,2011,56030,Petrol,Manual,First,Lucknow,1.2
Nissan,Kicks,2023,194669,Diesel,Automatic,Second,Mumbai,2.72
Hyundai,i10,2016,47443,Petrol,Automatic,First,Ahmedabad,1.85
Chevrolet,Spark,2009,133344,Diesel,Automatic,Second,Kolkata,0.66
Renault,Fluence,2012,70464,LPG,Manual,First,Kolkata,1.01
Hyundai,Tucson,2008,133019,Diesel,Manual,Fourth & Above,Delhi,1.06
Mahindra,KUV100,2011,140024,CNG,Manual,First,Hyderabad,0.8
Ford,Aspire,2011,192952,Diesel,Manual,Third,Kolkata,0.5
Renault,Triber,2013,188273,Petrol,Automatic,First,Ahmedabad,0.51
Maruti Suzuki,Ciaz,2017,125454,Petrol,Automatic,First,Kolkata,1.59
Toyota,Corolla,2016,129444,CNG,Automatic,First,Jaipur,1.69
Maruti Suzuki,Alto,2010,117175,Diesel,Automatic,Third,Kolkata,0.66
Hyundai,Elantra,2016,47460,Diesel,Automatic,First,Bangalore,2.94
Maruti Suzuki,Baleno,2013,158868,Petrol,Manual,First,Delhi,1.12
Mahindra,Marazzo,2014,167818,Diesel,Automatic,First,Kolkata,0.81
Chevrolet,Aveo,2019,5015,Petrol,Manual,Fourth & Above,Lucknow,1.09
Nissan,Sunny,2017,54757,Petrol,Automatic,First,Lucknow,1.91
Toyota,Corolla,2009,162029,Petrol,Manual,First,Kolkata,1.29
Maruti Suzuki,Swift,2018,86541,Diesel,Manual,Third,Pune,1.96
Maruti Suzuki,Baleno,2017,26292,Petrol,Automatic,Third,Delhi,1.62
Hyundai,Creta,2021,127694,Petrol,Manual,First,Kolkata,3.36
Nissan,Kicks,2013,167948,Diesel,Automatic,Third,Mumbai,0.99
Honda,CR-V,2013,196799,Diesel,Manual,First,Bangalore,1.13
Maruti Suzuki,Wagon R,2009,52046,Diesel,Manual,First,Bangalore,1.25
Mahindra,KUV100,2009,19817,Diesel,Manual,Second,Bangalore,1.12
Ford,Mustang,2021,14759,Electric,Manual,Second,Bangalore,9.82
Toyota,Etios,2009,184504,Petrol,Manual,First,Ahmedabad,0.69
Maruti Suzuki,Ertiga,2023,11412,Petrol,Manual,First,Mumbai,6.1
Mahindra,XUV500,2017,193829,Diesel,Manual,First,Pune,1.04
Mahindra,KUV100,2023,25504,Petrol,Manual,Second,Pune,2.31
Toyota,Camry,2019,113500,Diesel,Manual,Fourth & Above,Mumbai,3.25
Honda,WR-V,2008,13507,Diesel,Manual,First,Mumbai,2.43
Mahindra,Marazzo,2012,26050,Electric,Automatic,Second,Bangalore,2.23
Ford,Freestyle,2015,140892,LPG,Manual,First,Ahmedabad,0.8
Mahindra,XUV500,2023,143907,LPG,Manual,Second,Pune,2.11
Mahindra,Bolero,2009,105153,Petrol,Manual,First,Chennai,1.03
Mahindra,KUV100,2020,18587,LPG,Manual,First,Kolkata,2.56
Chevrolet,Tavera,2022,62732,Petrol,Manual,First,Lucknow,2.7
Chevrolet,Captiva,2012,56921,Diesel,Manual,Third,Bangalore,0.96
Honda,Amaze,2019,181571,Diesel,Manual,First,Pune,1.43
Maruti Suzuki,Wagon R,2015,122734,Petrol,Manual,First,Pune,0.93
Mahindra,Marazzo,2017,135104,Diesel,Manual,Second,Pune,1.63
Nissan,Sunny,2021,142912,Petrol,Automatic,First,Jaipur,2.2
Maruti Suzuki,Wagon R,2012,36440,Petrol,Manual,First,Lucknow,1.04
Honda,Civic,2009,40183,LPG,Manual,First,Ahmedabad,2.2
Tata,Harrier,2010,101172,Petrol,Manual,Second,Pune,0.88
Maruti Suzuki,Alto,2022,138461,Petrol,Manual,First,Delhi,2.28
Maruti Suzuki,Ertiga,2013,191148,Diesel,Manual,First,Chennai,0.68
Renault,Captur,2018,119515,LPG,Manual,First,Pune,1.35
Hyundai,i20,2018,128183,Petrol,Manual,Fourth & Above,Jaipur,0.97
Renault,Lodgy,2012,71299,Petrol,Manual,First,Delhi,0.97
Ford,Mustang,2018,120503,LPG,Manual,First,Pune,3.5
Chevrolet,Tavera,2011,44023,Petrol,Manual,Second,Lucknow,0.77
Chevrolet,Spark,2011,186101,Petrol,Manual,First,Lucknow,0.5
Hyundai,Creta,2012,44941,CNG,Manual,First,Lucknow,1.24
Toyota,Yaris,2009,190022,Diesel,Manual,Third,Hyderabad,0.8
Toyota,Etios,2016,126677,CNG,Manual,First,Ahmedabad,1.23
Honda,Accord,2009,81054,Petrol,Automatic,Second,Jaipur,2.43
Hyundai,i20,2017,70363,LPG,Automatic,Second,Kolkata,1.66
Maruti Suzuki,Alto,2009,66742,LPG,Manual,First,Jaipur,0.71
Toyota,Yaris,2017,50215,Petrol,Automatic,First,Jaipur,2.7
Mahindra,Bolero,2021,52857,Petrol,Manual,Third,Hyderabad,2.44
Nissan,Kicks,2016,60476,Electric,Manual,Second,Delhi,2.27
Maruti Suzuki,Wagon R,2021,164245,Diesel,Manual,First,Ahmedabad,1.71
Ford,EcoSport,2010,145467,Diesel,Manual,First,Kolkata,0.96
Mahindra,Scorpio,2022,64768,Diesel,Manual,Second,Ahmedabad,3.46
Mahindra,Thar,2017,108591,CNG,Manual,First,Delhi,1.83
Hyundai,Santro,2014,51229,CNG,Manual,First,Hyderabad,0.91
Honda,Civic,2011,162711,Petrol,Automatic,Fourth & Above,Kolkata,0.74
Ford,Endeavour,2020,116706,Petrol,Manual,First,Chennai,3.89
Toyota,Yaris,2020,67583,LPG,Automatic,Third,Lucknow,2.32
Hyundai,i10,2013,164996,CNG,Manual,Second,Pune,0.6
Toyota,Corolla,2021,131011,Diesel,Manual,First,Kolkata,4.11
Hyundai,i20,2011,35104,Electric,Manual,Second,Pune,2.17
Hyundai,Creta,2017,42594,Diesel,Manual,First,Jaipur,3.0
Hyundai,i10,2022,8664,Petrol,Manual,First,Mumbai,4.86
Honda,City,2023,15528,CNG,Manual,First,Mumbai,6.4
Hyundai,Elantra,2014,164262,Diesel,Manual,First,Pune,1.15
Tata,Punch,2008,197233,Petrol,Manual,Second,Delhi,0.5
Nissan,Terrano,2010,133404,Petrol,Manual,Fourth & Above,Ahmedabad,0.67
Toyota,Urban Cruiser,2020,37899,CNG,Manual,Third,Hyderabad,2.45
Maruti Suzuki,Ertiga,2010,75979,Electric,Automatic,First,Pune,1.98
Renault,Pulse,2008,22241,Petrol,Manual,Second,Chennai,0.8
Ford,Fiesta,2013,51211,Petrol,Automatic,First,Jaipur,1.55
Chevrolet,Trailblazer,2022,68472,Diesel,Manual,First,Hyderabad,3.88
Honda,BR-V,2020,36346,CNG,Manual,First,Hyderabad,4.87
Maruti Suzuki,Wagon R,2018,86196,Diesel,Manual,First,Kolkata,1.99
Mahindra,Bolero,2023,109451,Diesel,Manual,First,Mumbai,3.01
Tata,Punch,2021,107908,Diesel,Automatic,First,Delhi,2.7
Chevrolet,Beat,2016,178292,Petrol,Manual,First,Ahmedabad,0.53
Renault,Duster,2015,154014,Diesel,Automatic,First,Kolkata,0.93
Maruti Suzuki,Baleno,2018,54167,Petrol,Automatic,Third,Delhi,1.9
Chevrolet,Tavera,2023,41373,LPG,Manual,Fourth & Above,Kolkata,1.71
Maruti Suzuki,Vitara Brezza,2014,72143,Petrol,Manual,Second,Ahmedabad,1.32
Tata,Hexa,2017,125623,Diesel,Manual,First,Chennai,1.78
Renault,Fluence,2015,115013,Petrol,Manual,Second,Bangalore,0.82
Mahindra,Marazzo,2013,7016,Diesel,Manual,Second,Kolkata,1.09
Hyundai,Elantra,2016,74110,Petrol,Manual,Second,Hyderabad,2.08
Toyota,Fortuner,2010,182381,Petrol,Manual,First,Delhi,1.28
